8.66,4.40E+03,2.10E+03
8.91,4.74E+03,2.22E+03
9.16,6.42E+03,2.62E+03
9.41,8.66E+03,3.08E+03
9.66,1.27E+04,4.01E+03
9.91,1.49E+04,4.47E+03
10.16,1.20E+04,3.86E+03
10.41,2.05E+04,5.44E+03
10.66,2.29E+04,5.90E+03
10.91,2.87E+04,7.08E+03
11.16,2.49E+04,6.36E+03
11.41,3.38E+04,7.79E+03
11.66,3.03E+04,7.27E+03
11.91,5.03E+04,1.09E+04
12.16,5.90E+04,1.23E+04
12.41,6.94E+04,1.42E+04
12.66,7.91E+04,1.59E+04
12.91,8.81E+04,1.74E+04
13.16,1.08E+05,2.08E+04
13.41,1.18E+05,2.24E+04
13.66,1.46E+05,2.71E+04
13.91,2.01E+05,3.67E+04
14.16,2.20E+05,3.99E+04
14.41,2.75E+05,4.89E+04
14.66,3.05E+05,5.41E+04
14.91,4.08E+05,7.13E+04
15.16,4.44E+05,7.72E+04
15.41,4.93E+05,8.54E+04
15.66,6.52E+05,1.12E+05
15.91,8.39E+05,1.43E+05
16.16,1.01E+06,1.72E+05
16.41,1.17E+06,1.99E+05
16.66,1.38E+06,2.33E+05
16.91,1.61E+06,2.72E+05
17.16,1.90E+06,3.20E+05
17.41,2.27E+06,3.81E+05
17.66,3.00E+06,5.04E+05
17.91,3.56E+06,5.96E+05
18.16,4.45E+06,7.46E+05
18.41,4.49E+06,7.53E+05
18.66,5.41E+06,9.05E+05
18.91,5.85E+06,9.79E+05
19.16,6.41E+06,1.07E+06
19.41,6.94E+06,1.16E+06
